task_id,date,worker_id,worker_name,task_type,skill_level_required,zone_id,estimated_hours,actual_hours,status,quality_score,errors_count,rework_needed
T009007,2025-10-28,W014,Geeta Rawat,Equipment Maintenance,intermediate,ZONE-A,1.5,1.74,completed,74.9,0,False
T009008,2025-10-28,W014,Geeta Rawat,Fertilizer Application,basic,ZONE-D,2.0,2.14,in_progress,0.0,0,False
T009009,2025-10-28,W014,Geeta Rawat,Packing & Dispatch,basic,ZONE-E,2.0,2.2,completed,92.0,0,False
T009010,2025-10-28,W015,Abdul Rashid,Equipment Maintenance,intermediate,ZONE-A,1.5,1.82,completed,93.4,0,False
T009011,2025-10-28,W015,Abdul Rashid,Equipment Maintenance,intermediate,ZONE-F,1.5,1.74,completed,91.2,0,False
T009012,2025-10-28,W015,Abdul Rashid,Grafting - Bud,intermediate,ZONE-A,0.4,0.54,completed,92.8,0,False
T009013,2025-10-29,W001,Rajesh Kumar,Fertilizer Application,basic,ZONE-A,2.0,2.23,completed,46.2,0,False
T009014,2025-10-29,W001,Rajesh Kumar,Pest Inspection,intermediate,ZONE-D,2.5,2.92,completed,78.6,0,False
T009015,2025-10-29,W002,Priya Sharma,Growth Measurement,intermediate,ZONE-C,2.0,2.43,completed,86.4,0,False
T009016,2025-10-29,W002,Priya Sharma,Fertilizer Application,basic,ZONE-F,2.0,2.28,completed,96.9,0,False
T009017,2025-10-29,W002,Priya Sharma,Growth Measurement,intermediate,ZONE-D,2.0,2.29,completed,73.3,0,False
T009018,2025-10-29,W002,Priya Sharma,Watering,basic,ZONE-F,1.5,1.47,completed,76.5,0,False
T009019,2025-10-29,W002,Priya Sharma,Grafting - Cleft,expert,ZONE-C,0.6,0.57,in_progress,0.0,0,False
T009020,2025-10-29,W003,Mohammad Iqbal,Soil Preparation,basic,ZONE-C,3.0,2.92,completed,78.2,0,False
T009021,2025-10-29,W003,Mohammad Iqbal,Shade Net Management,basic,ZONE-F,1.0,1.44,completed,82.4,0,False
T009022,2025-10-29,W003,Mohammad Iqbal,Pruning,intermediate,ZONE-D,1.0,0.59,completed,76.1,0,False
T009023,2025-10-29,W004,Sunita Devi,Grafting - Cleft,expert,ZONE-B,0.6,0.6,completed,72.6,0,False
T009024,2025-10-29,W004,Sunita Devi,Fertilizer Application,basic,ZONE-E,2.0,2.16,completed,62.7,0,False
T009025,2025-10-29,W004,Sunita Devi,Grafting - Cleft,expert,ZONE-E,0.6,0.4,completed,92.5,0,False
T009026,2025-10-29,W004,Sunita Devi,Grafting - Cleft,expert,ZONE-C,0.6,0.47,completed,93.9,0,False
T009027,2025-10-29,W005,Amit Singh,Soil Preparation,basic,ZONE-F,3.0,2.95,completed,78.3,0,False
T009028,2025-10-29,W005,Amit Singh,Disease Treatment,intermediate,ZONE-D,1.0,0.91,completed,91.2,0,False
T009029,2025-10-29,W005,Amit Singh,Watering,basic,ZONE-C,1.5,1.58,completed,69.2,0,False
T009030,2025-10-29,W005,Amit Singh,Watering,basic,ZONE-E,1.5,2.01,completed,66.7,0,False
T009031,2025-10-29,W005,Amit Singh,Soil Preparation,basic,ZONE-B,3.0,3.49,completed,67.6,0,False
T009032,2025-10-29,W006,Kavita Devi,Growth Measurement,intermediate,ZONE-C,2.0,2.38,completed,100.0,0,False
T009033,2025-10-29,W006,Kavita Devi,Packing & Dispatch,basic,ZONE-D,2.0,2.0,completed,96.4,0,False
T009034,2025-10-29,W006,Kavita Devi,Equipment Maintenance,intermediate,ZONE-E,1.5,1.75,completed,94.3,0,False
T009035,2025-10-29,W006,Kavita Devi,Shade Net Management,basic,ZONE-D,1.0,1.56,completed,69.9,0,False
T009036,2025-10-29,W007,Vikram Thakur,Disease Treatment,intermediate,ZONE-C,1.0,1.07,completed,56.5,0,False
T009037,2025-10-29,W007,Vikram Thakur,Equipment Maintenance,intermediate,ZONE-C,1.5,1.2,completed,48.9,1,False
T009038,2025-10-29,W007,Vikram Thakur,Pruning,intermediate,ZONE-B,1.0,1.02,completed,77.4,0,False
T009039,2025-10-29,W007,Vikram Thakur,Equipment Maintenance,intermediate,ZONE-C,1.5,1.52,completed,99.5,0,False
T009040,2025-10-29,W008,Fatima Begum,Fertilizer Application,basic,ZONE-B,2.0,2.07,completed,79.4,0,False
T009041,2025-10-29,W008,Fatima Begum,Grafting - Whip and Tongue,expert,ZONE-A,0.5,0.17,incomplete,0.0,0,False
T009042,2025-10-29,W008,Fatima Begum,Shade Net Management,basic,ZONE-F,1.0,1.08,completed,80.2,0,False
T009043,2025-10-29,W008,Fatima Begum,Growth Measurement,intermediate,ZONE-D,2.0,1.65,completed,74.5,0,False
T009044,2025-10-29,W009,Ravi Shankar,Packing & Dispatch,basic,ZONE-F,2.0,2.61,completed,92.7,0,False
T009045,2025-10-29,W009,Ravi Shankar,Soil Preparation,basic,ZONE-D,3.0,2.98,completed,76.5,0,False
T009046,2025-10-29,W010,Meena Kumari,Equipment Maintenance,intermediate,ZONE-B,1.5,1.91,completed,65.5,0,True
T009047,2025-10-29,W010,Meena Kumari,Disease Treatment,intermediate,ZONE-E,1.0,1.25,completed,78.5,0,False
T009048,2025-10-29,W010,Meena Kumari,Disease Treatment,intermediate,ZONE-A,1.0,0.99,completed,88.9,0,False
T009049,2025-10-29,W010,Meena Kumari,Soil Preparation,basic,ZONE-F,3.0,3.51,completed,70.1,0,False
T009050,2025-10-29,W011,Deepak Negi,Soil Preparation,basic,ZONE-B,3.0,3.43,incomplete,0.0,0,False
T009051,2025-10-29,W011,Deepak Negi,Grafting - Bud,intermediate,ZONE-D,0.4,0.23,completed,85.8,0,False
T009052,2025-10-29,W011,Deepak Negi,Grafting - Cleft,expert,ZONE-C,0.6,0.6,completed,85.1,0,False
T009053,2025-10-29,W011,Deepak Negi,Packing & Dispatch,basic,ZONE-D,2.0,2.55,completed,76.1,0,False
T009054,2025-10-29,W012,Anita Rana,Pruning,intermediate,ZONE-A,1.0,0.71,completed,78.8,0,False
T009055,2025-10-29,W012,Anita Rana,Soil Preparation,basic,ZONE-F,3.0,3.45,completed,74.8,0,False
T009056,2025-10-29,W013,Suresh Bhatt,Pruning,intermediate,ZONE-C,1.0,1.07,completed,86.6,0,False
T009057,2025-10-29,W013,Suresh Bhatt,Pruning,intermediate,ZONE-B,1.0,1.33,completed,78.1,0,False
T009058,2025-10-29,W013,Suresh Bhatt,Pest Inspection,intermediate,ZONE-F,2.5,2.89,completed,92.7,0,False
T009059,2025-10-29,W013,Suresh Bhatt,Grafting - Bud,intermediate,ZONE-F,0.4,0.56,completed,71.0,0,False
T009060,2025-10-29,W014,Geeta Rawat,Grafting - Whip and Tongue,expert,ZONE-F,0.5,0.79,completed,75.9,0,False
T009061,2025-10-29,W014,Geeta Rawat,Grafting - Cleft,expert,ZONE-C,0.6,0.65,completed,65.6,0,False
T009062,2025-10-29,W014,Geeta Rawat,Equipment Maintenance,intermediate,ZONE-A,1.5,1.7,completed,89.4,0,False
T009063,2025-10-29,W015,Abdul Rashid,Watering,basic,ZONE-E,1.5,1.54,completed,72.7,0,False
T009064,2025-10-29,W015,Abdul Rashid,Grafting - Cleft,expert,ZONE-C,0.6,1.11,completed,71.2,0,False
T009065,2025-10-29,W015,Abdul Rashid,Equipment Maintenance,intermediate,ZONE-D,1.5,1.67,completed,79.7,0,False
T009066,2025-10-30,W001,Rajesh Kumar,Grafting - Whip and Tongue,expert,ZONE-B,0.5,0.73,completed,98.3,0,False
T009067,2025-10-30,W001,Rajesh Kumar,Soil Preparation,basic,ZONE-F,3.0,3.86,completed,86.6,0,False
T009068,2025-10-30,W002,Priya Sharma,Growth Measurement,intermediate,ZONE-C,2.0,2.52,in_progress,0.0,0,False
T009069,2025-10-30,W002,Priya Sharma,Grafting - Cleft,expert,ZONE-A,0.6,0.86,completed,61.6,0,False
T009070,2025-10-30,W002,Priya Sharma,Watering,basic,ZONE-F,1.5,2.11,completed,83.3,0,False
T009071,2025-10-30,W002,Priya Sharma,Grafting - Whip and Tongue,expert,ZONE-A,0.5,0.65,completed,71.9,0,False
T009072,2025-10-30,W002,Priya Sharma,Pest Inspection,intermediate,ZONE-B,2.5,2.84,completed,79.2,0,False
T009073,2025-10-30,W003,Mohammad Iqbal,Packing & Dispatch,basic,ZONE-F,2.0,1.54,completed,77.8,0,True
T009074,2025-10-30,W003,Mohammad Iqbal,Transplanting,basic,ZONE-C,1.5,1.64,completed,93.0,0,False
T009075,2025-10-30,W004,Sunita Devi,Grafting - Whip and Tongue,expert,ZONE-E,0.5,0.66,completed,79.8,0,False
T009076,2025-10-30,W004,Sunita Devi,Grafting - Cleft,expert,ZONE-A,0.6,0.55,completed,79.7,0,False
T009077,2025-10-30,W005,Amit Singh,Disease Treatment,intermediate,ZONE-C,1.0,1.47,incomplete,0.0,0,False
T009078,2025-10-30,W005,Amit Singh,Disease Treatment,intermediate,ZONE-A,1.0,0.89,incomplete,0.0,0,False
T009079,2025-10-30,W005,Amit Singh,Grafting - Bud,intermediate,ZONE-B,0.4,0.12,incomplete,0.0,0,False
T009080,2025-10-30,W006,Kavita Devi,Pruning,intermediate,ZONE-D,1.0,1.15,completed,74.0,0,False
T009081,2025-10-30,W006,Kavita Devi,Growth Measurement,intermediate,ZONE-C,2.0,2.41,completed,88.6,0,False
T009082,2025-10-30,W007,Vikram Thakur,Equipment Maintenance,intermediate,ZONE-E,1.5,1.73,completed,78.5,0,False
T009083,2025-10-30,W007,Vikram Thakur,Soil Preparation,basic,ZONE-B,3.0,3.37,completed,82.2,0,False
T009084,2025-10-30,W007,Vikram Thakur,Fertilizer Application,basic,ZONE-E,2.0,1.88,completed,85.4,1,False
T009085,2025-10-30,W008,Fatima Begum,Grafting - Cleft,expert,ZONE-D,0.6,0.56,completed,75.8,0,False
T009086,2025-10-30,W008,Fatima Begum,Pruning,intermediate,ZONE-C,1.0,1.07,completed,81.4,0,False
T009087,2025-10-30,W009,Ravi Shankar,Pest Inspection,intermediate,ZONE-B,2.5,2.9,completed,80.2,0,True
T009088,2025-10-30,W009,Ravi Shankar,Fertilizer Application,basic,ZONE-B,2.0,2.37,completed,93.2,0,True
T009089,2025-10-30,W009,Ravi Shankar,Watering,basic,ZONE-C,1.5,1.61,completed,82.7,0,False
T009090,2025-10-30,W010,Meena Kumari,Watering,basic,ZONE-D,1.5,1.39,completed,85.5,0,False
T009091,2025-10-30,W010,Meena Kumari,Grafting - Whip and Tongue,expert,ZONE-C,0.5,0.81,completed,68.6,0,False
T009092,2025-10-30,W010,Meena Kumari,Transplanting,basic,ZONE-D,1.5,1.67,completed,98.9,0,False
T009093,2025-10-30,W011,Deepak Negi,Disease Treatment,intermediate,ZONE-E,1.0,0.88,completed,84.7,0,False
T009094,2025-10-30,W011,Deepak Negi,Equipment Maintenance,intermediate,ZONE-B,1.5,1.89,completed,98.3,0,False
T009095,2025-10-30,W011,Deepak Negi,Grafting - Whip and Tongue,expert,ZONE-F,0.5,0.54,completed,98.5,0,False
T009096,2025-10-30,W011,Deepak Negi,Transplanting,basic,ZONE-D,1.5,1.91,completed,94.0,1,False
T009097,2025-10-30,W012,Anita Rana,Grafting - Bud,intermediate,ZONE-C,0.4,0.35,in_progress,0.0,0,False
T009098,2025-10-30,W012,Anita Rana,Packing & Dispatch,basic,ZONE-E,2.0,2.68,completed,84.3,0,False
T009099,2025-10-30,W012,Anita Rana,Transplanting,basic,ZONE-F,1.5,1.72,completed,92.9,0,False
T009100,2025-10-30,W012,Anita Rana,Grafting - Whip and Tongue,expert,ZONE-F,0.5,0.36,completed,83.2,0,False
T009101,2025-10-30,W013,Suresh Bhatt,Fertilizer Application,basic,ZONE-B,2.0,2.45,completed,79.7,0,False
T009102,2025-10-30,W013,Suresh Bhatt,Grafting - Whip and Tongue,expert,ZONE-A,0.5,0.92,in_progress,0.0,0,False
T009103,2025-10-30,W013,Suresh Bhatt,Growth Measurement,intermediate,ZONE-B,2.0,2.31,completed,96.5,0,False
T009104,2025-10-30,W013,Suresh Bhatt,Disease Treatment,intermediate,ZONE-D,1.0,1.23,completed,84.8,0,False
T009105,2025-10-30,W013,Suresh Bhatt,Packing & Dispatch,basic,ZONE-D,2.0,2.18,completed,82.9,0,False
T009106,2025-10-30,W014,Geeta Rawat,Equipment Maintenance,intermediate,ZONE-B,1.5,1.51,completed,87.3,0,False
T009107,2025-10-30,W014,Geeta Rawat,Soil Preparation,basic,ZONE-D,3.0,3.49,completed,98.4,0,False
T009108,2025-10-30,W014,Geeta Rawat,Transplanting,basic,ZONE-F,1.5,1.67,completed,68.1,0,False
T009109,2025-10-30,W014,Geeta Rawat,Grafting - Cleft,expert,ZONE-A,0.6,1.04,incomplete,0.0,0,False
T009110,2025-10-30,W015,Abdul Rashid,Packing & Dispatch,basic,ZONE-A,2.0,2.36,incomplete,0.0,0,False
T009111,2025-10-30,W015,Abdul Rashid,Equipment Maintenance,intermediate,ZONE-A,1.5,1.9,completed,100.0,0,False
T009112,2025-10-30,W015,Abdul Rashid,Grafting - Whip and Tongue,expert,ZONE-F,0.5,0.77,completed,73.3,0,False
T009113,2025-10-31,W001,Rajesh Kumar,Fertilizer Application,basic,ZONE-F,2.0,2.61,completed,93.6,0,False
T009114,2025-10-31,W001,Rajesh Kumar,Equipment Maintenance,intermediate,ZONE-A,1.5,1.47,completed,84.7,0,False
T009115,2025-10-31,W001,Rajesh Kumar,Shade Net Management,basic,ZONE-D,1.0,1.23,completed,76.6,0,False
T009116,2025-10-31,W001,Rajesh Kumar,Pruning,intermediate,ZONE-B,1.0,1.03,completed,68.5,0,False
T009117,2025-10-31,W002,Priya Sharma,Soil Preparation,basic,ZONE-C,3.0,3.6,completed,81.3,0,True
T009118,2025-10-31,W002,Priya Sharma,Shade Net Management,basic,ZONE-C,1.0,1.16,completed,75.7,0,False
T009119,2025-10-31,W003,Mohammad Iqbal,Grafting - Bud,intermediate,ZONE-B,0.4,0.56,completed,89.5,1,False
T009120,2025-10-31,W003,Mohammad Iqbal,Pruning,intermediate,ZONE-E,1.0,1.07,incomplete,0.0,0,False
T009121,2025-10-31,W003,Mohammad Iqbal,Disease Treatment,intermediate,ZONE-B,1.0,1.24,completed,76.8,0,False
T009122,2025-10-31,W004,Sunita Devi,Disease Treatment,intermediate,ZONE-A,1.0,0.99,completed,60.2,0,True
T009123,2025-10-31,W004,Sunita Devi,Watering,basic,ZONE-D,1.5,1.45,completed,73.5,0,False
T009124,2025-10-31,W004,Sunita Devi,Pest Inspection,intermediate,ZONE-D,2.5,2.86,completed,72.4,0,False
T009125,2025-10-31,W004,Sunita Devi,Disease Treatment,intermediate,ZONE-E,1.0,1.52,completed,70.0,1,False
T009126,2025-10-31,W004,Sunita Devi,Fertilizer Application,basic,ZONE-C,2.0,2.07,incomplete,0.0,0,False
T009127,2025-10-31,W005,Amit Singh,Growth Measurement,intermediate,ZONE-D,2.0,2.47,completed,76.6,0,False
T009128,2025-10-31,W005,Amit Singh,Grafting - Bud,intermediate,ZONE-F,0.4,0.42,completed,90.7,0,False
T009129,2025-10-31,W005,Amit Singh,Grafting - Bud,intermediate,ZONE-E,0.4,0.6,completed,89.4,0,False
T009130,2025-10-31,W006,Kavita Devi,Soil Preparation,basic,ZONE-D,3.0,2.88,completed,86.7,0,False
T009131,2025-10-31,W006,Kavita Devi,Fertilizer Application,basic,ZONE-D,2.0,2.19,incomplete,0.0,0,False
T009132,2025-10-31,W006,Kavita Devi,Shade Net Management,basic,ZONE-D,1.0,1.1,incomplete,0.0,0,False
T009133,2025-10-31,W007,Vikram Thakur,Soil Preparation,basic,ZONE-C,3.0,3.25,completed,72.0,0,False
T009134,2025-10-31,W007,Vikram Thakur,Pest Inspection,intermediate,ZONE-A,2.5,2.9,completed,84.3,0,False
T009135,2025-10-31,W008,Fatima Begum,Growth Measurement,intermediate,ZONE-D,2.0,1.88,completed,81.3,1,False
T009136,2025-10-31,W008,Fatima Begum,Fertilizer Application,basic,ZONE-B,2.0,2.24,completed,70.0,0,False
T009137,2025-10-31,W008,Fatima Begum,Watering,basic,ZONE-E,1.5,1.63,incomplete,0.0,0,False
T009138,2025-10-31,W008,Fatima Begum,Pruning,intermediate,ZONE-A,1.0,1.15,completed,70.2,0,True
T009139,2025-10-31,W009,Ravi Shankar,Growth Measurement,intermediate,ZONE-A,2.0,2.32,completed,89.1,0,False
T009140,2025-10-31,W009,Ravi Shankar,Grafting - Cleft,expert,ZONE-E,0.6,0.46,completed,69.6,0,False
T009141,2025-10-31,W009,Ravi Shankar,Fertilizer Application,basic,ZONE-C,2.0,2.01,completed,89.1,0,False
T009142,2025-10-31,W010,Meena Kumari,Equipment Maintenance,intermediate,ZONE-A,1.5,1.69,completed,48.8,0,False
T009143,2025-10-31,W010,Meena Kumari,Watering,basic,ZONE-E,1.5,1.58,completed,87.3,0,False
T009144,2025-10-31,W011,Deepak Negi,Equipment Maintenance,intermediate,ZONE-E,1.5,1.98,completed,68.5,0,False
T009145,2025-10-31,W011,Deepak Negi,Grafting - Cleft,expert,ZONE-F,0.6,0.89,completed,93.9,0,False
T009146,2025-10-31,W011,Deepak Negi,Pest Inspection,intermediate,ZONE-C,2.5,2.33,completed,86.4,0,False
T009147,2025-10-31,W011,Deepak Negi,Transplanting,basic,ZONE-E,1.5,1.92,completed,80.5,0,True
T009148,2025-10-31,W012,Anita Rana,Shade Net Management,basic,ZONE-D,1.0,0.82,completed,100.0,0,False
T009149,2025-10-31,W012,Anita Rana,Pruning,intermediate,ZONE-C,1.0,1.3,completed,90.1,0,False
T009150,2025-10-31,W013,Suresh Bhatt,Grafting - Whip and Tongue,expert,ZONE-D,0.5,0.57,completed,82.3,0,False
T009151,2025-10-31,W013,Suresh Bhatt,Grafting - Bud,intermediate,ZONE-C,0.4,0.14,completed,62.0,0,False
T009152,2025-10-31,W014,Geeta Rawat,Pest Inspection,intermediate,ZONE-F,2.5,2.91,completed,88.6,0,False
T009153,2025-10-31,W014,Geeta Rawat,Soil Preparation,basic,ZONE-C,3.0,3.45,completed,64.8,0,False
T009154,2025-10-31,W015,Abdul Rashid,Equipment Maintenance,intermediate,ZONE-C,1.5,1.31,completed,88.9,0,False
T009155,2025-10-31,W015,Abdul Rashid,Pruning,intermediate,ZONE-A,1.0,1.22,completed,73.0,1,False
T009156,2025-10-31,W015,Abdul Rashid,Watering,basic,ZONE-F,1.5,1.9,completed,92.0,0,False
T009157,2025-11-01,W001,Rajesh Kumar,Disease Treatment,intermediate,ZONE-B,1.0,1.18,incomplete,0.0,0,False
T009158,2025-11-01,W001,Rajesh Kumar,Disease Treatment,intermediate,ZONE-A,1.0,1.04,completed,48.3,0,False
T009159,2025-11-01,W001,Rajesh Kumar,Equipment Maintenance,intermediate,ZONE-E,1.5,1.63,completed,76.0,0,False
T009160,2025-11-01,W001,Rajesh Kumar,Equipment Maintenance,intermediate,ZONE-F,1.5,1.45,completed,67.4,0,False
T009161,2025-11-01,W001,Rajesh Kumar,Disease Treatment,intermediate,ZONE-C,1.0,1.09,completed,76.4,0,True
T009162,2025-11-01,W002,Priya Sharma,Watering,basic,ZONE-E,1.5,1.81,completed,94.2,0,False
T009163,2025-11-01,W002,Priya Sharma,Equipment Maintenance,intermediate,ZONE-B,1.5,1.6,completed,58.6,0,False
T009164,2025-11-01,W002,Priya Sharma,Grafting - Cleft,expert,ZONE-E,0.6,0.65,completed,79.9,0,False
T009165,2025-11-01,W002,Priya Sharma,Watering,basic,ZONE-B,1.5,1.39,completed,97.9,0,False
T009166,2025-11-01,W003,Mohammad Iqbal,Disease Treatment,intermediate,ZONE-E,1.0,1.64,completed,79.3,0,False
T009167,2025-11-01,W003,Mohammad Iqbal,Grafting - Cleft,expert,ZONE-A,0.6,0.97,in_progress,0.0,0,False
T009168,2025-11-01,W003,Mohammad Iqbal,Pest Inspection,intermediate,ZONE-F,2.5,2.94,completed,81.7,0,False
T009169,2025-11-01,W004,Sunita Devi,Growth Measurement,intermediate,ZONE-D,2.0,1.77,completed,62.6,0,False
T009170,2025-11-01,W004,Sunita Devi,Soil Preparation,basic,ZONE-F,3.0,3.33,completed,79.2,0,False
T009171,2025-11-01,W004,Sunita Devi,Growth Measurement,intermediate,ZONE-F,2.0,2.17,completed,92.1,0,False
T009172,2025-11-01,W005,Amit Singh,Fertilizer Application,basic,ZONE-A,2.0,2.25,incomplete,0.0,0,False
T009173,2025-11-01,W005,Amit Singh,Pruning,intermediate,ZONE-C,1.0,1.54,completed,83.4,0,False
T009174,2025-11-01,W005,Amit Singh,Disease Treatment,intermediate,ZONE-A,1.0,0.88,completed,100.0,0,False
T009175,2025-11-01,W006,Kavita Devi,Shade Net Management,basic,ZONE-A,1.0,0.91,completed,86.7,0,False
T009176,2025-11-01,W006,Kavita Devi,Fertilizer Application,basic,ZONE-F,2.0,2.15,completed,73.6,0,False
T009177,2025-11-01,W007,Vikram Thakur,Pest Inspection,intermediate,ZONE-D,2.5,2.76,completed,83.0,0,False
T009178,2025-11-01,W007,Vikram Thakur,Soil Preparation,basic,ZONE-D,3.0,3.31,completed,74.1,0,False
T009179,2025-11-01,W007,Vikram Thakur,Pruning,intermediate,ZONE-B,1.0,1.01,completed,85.5,0,False
T009180,2025-11-01,W007,Vikram Thakur,Pruning,intermediate,ZONE-E,1.0,1.32,incomplete,0.0,0,False
T009181,2025-11-01,W008,Fatima Begum,Fertilizer Application,basic,ZONE-A,2.0,2.41,completed,85.9,0,False
T009182,2025-11-01,W008,Fatima Begum,Grafting - Bud,intermediate,ZONE-D,0.4,0.31,completed,89.8,0,False
T009183,2025-11-01,W008,Fatima Begum,Soil Preparation,basic,ZONE-F,3.0,3.39,completed,95.9,0,False
T009184,2025-11-01,W008,Fatima Begum,Grafting - Bud,intermediate,ZONE-B,0.4,0.61,completed,88.2,0,True
T009185,2025-11-01,W008,Fatima Begum,Disease Treatment,intermediate,ZONE-B,1.0,0.69,completed,97.4,0,False
T009186,2025-11-01,W009,Ravi Shankar,Shade Net Management,basic,ZONE-E,1.0,1.22,completed,69.1,0,False
T009187,2025-11-01,W009,Ravi Shankar,Growth Measurement,intermediate,ZONE-F,2.0,1.92,completed,75.0,0,False
T009188,2025-11-01,W009,Ravi Shankar,Pest Inspection,intermediate,ZONE-F,2.5,3.04,completed,59.8,0,False
T009189,2025-11-01,W010,Meena Kumari,Grafting - Whip and Tongue,expert,ZONE-D,0.5,1.01,completed,73.0,0,False
T009190,2025-11-01,W010,Meena Kumari,Packing & Dispatch,basic,ZONE-D,2.0,2.36,completed,81.3,0,True
T009191,2025-11-01,W011,Deepak Negi,Equipment Maintenance,intermediate,ZONE-D,1.5,1.46,completed,97.6,0,False
T009192,2025-11-01,W011,Deepak Negi,Grafting - Bud,intermediate,ZONE-A,0.4,0.61,completed,66.6,0,False
T009193,2025-11-01,W011,Deepak Negi,Equipment Maintenance,intermediate,ZONE-B,1.5,2.02,completed,68.9,0,False
T009194,2025-11-01,W012,Anita Rana,Grafting - Whip and Tongue,expert,ZONE-A,0.5,0.55,completed,79.0,0,False
T009195,2025-11-01,W012,Anita Rana,Fertilizer Application,basic,ZONE-A,2.0,2.77,incomplete,0.0,0,False
T009196,2025-11-01,W013,Suresh Bhatt,Grafting - Cleft,expert,ZONE-F,0.6,0.54,completed,96.2,0,False
T009197,2025-11-01,W013,Suresh Bhatt,Shade Net Management,basic,ZONE-E,1.0,0.94,completed,77.0,0,False
T009198,2025-11-01,W013,Suresh Bhatt,Grafting - Cleft,expert,ZONE-E,0.6,0.73,completed,75.4,0,False
T009199,2025-11-01,W014,Geeta Rawat,Equipment Maintenance,intermediate,ZONE-C,1.5,1.62,completed,83.1,0,False
T009200,2025-11-01,W014,Geeta Rawat,Equipment Maintenance,intermediate,ZONE-D,1.5,1.17,completed,83.9,0,False
T009201,2025-11-01,W014,Geeta Rawat,Soil Preparation,basic,ZONE-D,3.0,3.38,completed,76.6,0,False
T009202,2025-11-01,W014,Geeta Rawat,Equipment Maintenance,intermediate,ZONE-F,1.5,1.75,completed,62.6,0,False
T009203,2025-11-01,W015,Abdul Rashid,Fertilizer Application,basic,ZONE-C,2.0,2.2,completed,70.3,0,False
T009204,2025-11-01,W015,Abdul Rashid,Grafting - Cleft,expert,ZONE-D,0.6,0.75,completed,82.6,1,False
T009205,2025-11-03,W001,Rajesh Kumar,Grafting - Bud,intermediate,ZONE-B,0.4,0.78,completed,84.5,0,False
T009206,2025-11-03,W001,Rajesh Kumar,Pest Inspection,intermediate,ZONE-F,2.5,2.48,completed,83.4,0,False
T009207,2025-11-03,W002,Priya Sharma,Grafting - Cleft,expert,ZONE-C,0.6,0.48,completed,78.3,0,False
T009208,2025-11-03,W002,Priya Sharma,Fertilizer Application,basic,ZONE-F,2.0,2.42,completed,81.6,0,False
T009209,2025-11-03,W002,Priya Sharma,Pruning,intermediate,ZONE-F,1.0,1.19,completed,64.4,0,False
T009210,2025-11-03,W003,Mohammad Iqbal,Equipment Maintenance,intermediate,ZONE-D,1.5,1.62,completed,80.5,0,False
T009211,2025-11-03,W003,Mohammad Iqbal,Pruning,intermediate,ZONE-E,1.0,1.29,incomplete,0.0,0,False
T009212,2025-11-03,W003,Mohammad Iqbal,Transplanting,basic,ZONE-A,1.5,1.69,completed,67.3,0,False
T009213,2025-11-03,W003,Mohammad Iqbal,Growth Measurement,intermediate,ZONE-D,2.0,2.44,completed,92.0,0,False
T009214,2025-11-03,W004,Sunita Devi,Grafting - Bud,intermediate,ZONE-E,0.4,0.3,completed,81.8,0,False
T009215,2025-11-03,W004,Sunita Devi,Grafting - Bud,intermediate,ZONE-D,0.4,0.54,completed,91.9,0,True
T009216,2025-11-03,W004,Sunita Devi,Pest Inspection,intermediate,ZONE-F,2.5,2.41,completed,81.9,1,False
T009217,2025-11-03,W004,Sunita Devi,Grafting - Whip and Tongue,expert,ZONE-F,0.5,0.67,completed,75.4,0,False
T009218,2025-11-03,W004,Sunita Devi,Grafting - Bud,intermediate,ZONE-C,0.4,0.34,completed,78.6,0,True
T009219,2025-11-03,W005,Amit Singh,Pest Inspection,intermediate,ZONE-D,2.5,2.8,completed,81.2,0,False
T009220,2025-11-03,W005,Amit Singh,Pest Inspection,intermediate,ZONE-D,2.5,3.26,completed,80.7,0,False
T009221,2025-11-03,W005,Amit Singh,Disease Treatment,intermediate,ZONE-C,1.0,0.76,completed,58.0,0,False
T009222,2025-11-03,W005,Amit Singh,Grafting - Whip and Tongue,expert,ZONE-B,0.5,0.67,completed,54.1,0,False
T009223,2025-11-03,W005,Amit Singh,Shade Net Management,basic,ZONE-B,1.0,1.27,completed,72.5,0,False
T009224,2025-11-03,W006,Kavita Devi,Watering,basic,ZONE-F,1.5,1.69,completed,86.5,0,False
T009225,2025-11-03,W006,Kavita Devi,Fertilizer Application,basic,ZONE-E,2.0,2.11,completed,77.8,0,False
T009226,2025-11-03,W006,Kavita Devi,Equipment Maintenance,intermediate,ZONE-B,1.5,1.28,completed,86.4,0,False
T009227,2025-11-03,W006,Kavita Devi,Soil Preparation,basic,ZONE-B,3.0,3.57,completed,64.6,0,True
T009228,2025-11-03,W007,Vikram Thakur,Pruning,intermediate,ZONE-E,1.0,0.87,completed,72.8,0,False
T009229,2025-11-03,W007,Vikram Thakur,Fertilizer Application,basic,ZONE-C,2.0,1.69,completed,83.2,0,False
T009230,2025-11-03,W007,Vikram Thakur,Soil Preparation,basic,ZONE-B,3.0,2.88,completed,78.9,0,False
T009231,2025-11-03,W007,Vikram Thakur,Shade Net Management,basic,ZONE-A,1.0,0.9,completed,58.9,0,False
T009232,2025-11-03,W007,Vikram Thakur,Growth Measurement,intermediate,ZONE-C,2.0,2.41,completed,66.2,0,False
T009233,2025-11-03,W008,Fatima Begum,Grafting - Cleft,expert,ZONE-A,0.6,0.66,completed,66.6,0,False
