graft_id,date,worker_id,worker_name,method,rootstock_variety,rootstock_age_days,scion_variety,scion_freshness_days,temperature_at_graft,humidity_at_graft,time_of_day,callus_formation_pct,cambium_alignment_pct,success,success_probability,failure_reason,zone_id
GR-2025-01028,2025-08-16,W010,Meena Kumari,cleft_grafting,Kashmiri Walnut,179,Local Variety,6,23.5,68.8,morning,70.0,92.6,True,0.892,,ZONE-E
GR-2025-01029,2025-08-16,W005,Amit Singh,side_veneer,Kashmiri Walnut,170,Kashmiri Walnut,1,19.4,71.6,afternoon,90.4,98.1,True,0.875,,ZONE-F
GR-2025-01030,2025-08-18,W007,Vikram Thakur,whip_and_tongue,Local Variety,195,Chandler,0,17.7,60.4,morning,71.6,98.0,True,0.911,,ZONE-B
GR-2025-01031,2025-08-18,W010,Meena Kumari,cleft_grafting,Franquette,123,Franquette,5,25.1,73.4,morning,37.0,30.0,False,0.866,desiccation,ZONE-B
GR-2025-01032,2025-08-18,W011,Deepak Negi,side_veneer,Chandler,124,Kashmiri Walnut,5,17.4,56.4,afternoon,59.7,45.6,False,0.776,poor_callus_formation,ZONE-A
GR-2025-01033,2025-08-18,W003,Mohammad Iqbal,bark_grafting,Franquette,263,Local Variety,0,30.8,58.9,afternoon,87.5,95.8,True,0.86,,ZONE-A
GR-2025-01034,2025-08-18,W008,Fatima Begum,bud_grafting,Kashmiri Walnut,129,Pusa Kanchan,1,22.5,68.0,morning,76.3,72.4,True,0.917,,ZONE-F
GR-2025-01035,2025-08-19,W001,Rajesh Kumar,bark_grafting,Pusa Kanchan,156,Pusa Kanchan,4,19.9,65.5,afternoon,75.5,87.2,True,0.942,,ZONE-B
GR-2025-01036,2025-08-19,W014,Geeta Rawat,bark_grafting,Chandler,275,Chandler,3,19.0,55.6,afternoon,81.8,97.7,True,0.866,,ZONE-F
GR-2025-01037,2025-08-19,W002,Priya Sharma,bud_grafting,Pusa Kanchan,132,Chandler,3,31.0,74.0,afternoon,89.4,75.0,True,0.775,,ZONE-A
GR-2025-01038,2025-08-19,W011,Deepak Negi,bud_grafting,Chandler,121,Chandler,2,15.1,54.9,evening,36.6,69.2,False,0.845,poor_callus_formation,ZONE-D
GR-2025-01039,2025-08-19,W008,Fatima Begum,cleft_grafting,Pusa Kanchan,265,Chandler,0,28.9,40.9,afternoon,93.5,90.5,True,0.839,,ZONE-E
GR-2025-01040,2025-08-19,W011,Deepak Negi,cleft_grafting,Franquette,121,Local Variety,5,26.5,62.8,morning,19.8,54.7,False,0.821,rootstock_rejection,ZONE-F
GR-2025-01041,2025-08-19,W003,Mohammad Iqbal,whip_and_tongue,Kashmiri Walnut,280,Pusa Kanchan,5,18.5,62.6,evening,90.6,96.8,True,0.864,,ZONE-F
GR-2025-01042,2025-08-19,W012,Anita Rana,cleft_grafting,Chandler,268,Chandler,6,24.2,54.3,afternoon,72.7,77.8,True,0.881,,ZONE-C
GR-2025-01043,2025-08-20,W008,Fatima Begum,whip_and_tongue,Kashmiri Walnut,174,Pusa Kanchan,6,21.9,69.1,morning,25.1,40.0,False,0.836,cambium_misalignment,ZONE-B
GR-2025-01044,2025-08-20,W011,Deepak Negi,cleft_grafting,Franquette,269,Franquette,1,17.6,77.6,evening,12.3,60.0,False,0.787,infection,ZONE-D
GR-2025-01045,2025-08-20,W009,Ravi Shankar,cleft_grafting,Kashmiri Walnut,162,Franquette,4,22.4,61.8,evening,34.1,41.5,False,0.872,rootstock_rejection,ZONE-A
GR-2025-01046,2025-08-20,W002,Priya Sharma,whip_and_tongue,Local Variety,269,Pusa Kanchan,0,19.7,68.5,morning,78.0,71.1,True,0.92,,ZONE-F
GR-2025-01047,2025-08-20,W012,Anita Rana,whip_and_tongue,Pusa Kanchan,199,Kashmiri Walnut,2,26.7,86.6,afternoon,92.7,99.8,True,0.827,,ZONE-F
GR-2025-01048,2025-08-20,W012,Anita Rana,side_veneer,Pusa Kanchan,188,Local Variety,2,25.3,68.2,afternoon,82.7,95.7,True,0.9,,ZONE-B
GR-2025-01049,2025-08-21,W005,Amit Singh,bark_grafting,Franquette,181,Local Variety,2,32.2,72.7,afternoon,13.8,63.5,False,0.905,cambium_misalignment,ZONE-A
GR-2025-01050,2025-08-21,W001,Rajesh Kumar,whip_and_tongue,Chandler,146,Kashmiri Walnut,5,18.2,55.8,morning,88.4,80.0,True,0.859,,ZONE-E
GR-2025-01051,2025-08-21,W002,Priya Sharma,bud_grafting,Local Variety,175,Chandler,6,19.2,90.9,morning,19.8,54.4,False,0.799,cambium_misalignment,ZONE-D
GR-2025-01052,2025-08-21,W015,Abdul Rashid,bark_grafting,Franquette,135,Local Variety,2,17.4,64.3,evening,95.2,85.3,True,0.893,,ZONE-E
GR-2025-01053,2025-08-21,W013,Suresh Bhatt,cleft_grafting,Franquette,137,Pusa Kanchan,4,24.8,55.6,morning,94.6,91.1,True,0.865,,ZONE-F
GR-2025-01054,2025-08-21,W006,Kavita Devi,bark_grafting,Franquette,256,Franquette,5,18.8,68.4,evening,69.1,74.0,True,0.76,,ZONE-D
GR-2025-01055,2025-08-22,W001,Rajesh Kumar,side_veneer,Chandler,294,Chandler,5,21.8,68.5,evening,89.0,72.5,True,0.8,,ZONE-C
GR-2025-01056,2025-08-22,W008,Fatima Begum,bud_grafting,Chandler,154,Kashmiri Walnut,1,30.1,66.6,morning,94.9,71.1,True,0.917,,ZONE-D
GR-2025-01057,2025-08-22,W003,Mohammad Iqbal,cleft_grafting,Pusa Kanchan,278,Pusa Kanchan,6,26.4,69.9,afternoon,96.1,84.9,True,0.854,,ZONE-B
GR-2025-01058,2025-08-22,W012,Anita Rana,bud_grafting,Local Variety,241,Kashmiri Walnut,6,20.5,71.9,afternoon,79.8,90.1,True,0.903,,ZONE-A
GR-2025-01059,2025-08-22,W011,Deepak Negi,side_veneer,Pusa Kanchan,254,Kashmiri Walnut,0,17.0,72.6,evening,75.8,84.6,True,0.798,,ZONE-A
GR-2025-01060,2025-08-22,W015,Abdul Rashid,bud_grafting,Franquette,293,Pusa Kanchan,3,22.8,64.9,evening,90.6,95.5,True,0.827,,ZONE-F
GR-2025-01061,2025-08-23,W003,Mohammad Iqbal,whip_and_tongue,Pusa Kanchan,121,Franquette,4,17.3,68.2,afternoon,66.8,98.4,True,0.839,,ZONE-A
GR-2025-01062,2025-08-23,W002,Priya Sharma,bark_grafting,Franquette,271,Franquette,0,17.4,66.6,morning,65.7,78.8,True,0.826,,ZONE-F
GR-2025-01063,2025-08-23,W009,Ravi Shankar,side_veneer,Franquette,172,Local Variety,6,21.3,76.6,morning,93.2,85.4,True,0.874,,ZONE-F
GR-2025-01064,2025-08-25,W013,Suresh Bhatt,whip_and_tongue,Chandler,218,Franquette,4,19.1,79.4,afternoon,95.5,92.4,True,0.904,,ZONE-A
GR-2025-01065,2025-08-25,W014,Geeta Rawat,cleft_grafting,Local Variety,181,Franquette,0,23.9,64.7,afternoon,71.9,94.2,True,0.903,,ZONE-C
GR-2025-01066,2025-08-25,W012,Anita Rana,side_veneer,Pusa Kanchan,169,Pusa Kanchan,6,22.3,65.4,afternoon,62.2,85.3,True,0.882,,ZONE-A
GR-2025-01067,2025-08-25,W005,Amit Singh,side_veneer,Kashmiri Walnut,277,Kashmiri Walnut,0,15.0,71.0,afternoon,71.6,75.8,True,0.819,,ZONE-B
GR-2025-01068,2025-08-25,W014,Geeta Rawat,cleft_grafting,Chandler,170,Chandler,5,20.1,67.6,evening,88.0,98.7,True,0.881,,ZONE-C
GR-2025-01069,2025-08-25,W001,Rajesh Kumar,whip_and_tongue,Pusa Kanchan,197,Kashmiri Walnut,4,16.0,65.5,evening,88.9,81.4,True,0.864,,ZONE-C
GR-2025-01070,2025-08-25,W010,Meena Kumari,side_veneer,Local Variety,151,Pusa Kanchan,6,35.6,78.4,afternoon,10.9,26.1,False,0.757,poor_callus_formation,ZONE-F
GR-2025-01071,2025-08-25,W013,Suresh Bhatt,bark_grafting,Franquette,134,Kashmiri Walnut,1,24.2,72.1,morning,99.1,85.3,True,0.913,,ZONE-C
GR-2025-01072,2025-08-26,W009,Ravi Shankar,whip_and_tongue,Chandler,236,Chandler,1,17.8,74.8,morning,95.6,98.4,True,0.889,,ZONE-E
GR-2025-01073,2025-08-26,W012,Anita Rana,bud_grafting,Pusa Kanchan,294,Chandler,0,11.5,48.1,morning,38.9,63.6,False,0.877,cambium_misalignment,ZONE-E
GR-2025-01074,2025-08-26,W007,Vikram Thakur,whip_and_tongue,Franquette,205,Kashmiri Walnut,4,23.7,65.8,evening,62.4,91.3,True,0.923,,ZONE-D
GR-2025-01075,2025-08-26,W014,Geeta Rawat,whip_and_tongue,Pusa Kanchan,206,Local Variety,6,25.1,73.8,afternoon,66.8,83.5,True,0.902,,ZONE-D
GR-2025-01076,2025-08-26,W004,Sunita Devi,cleft_grafting,Franquette,266,Local Variety,0,18.8,51.7,evening,94.1,73.5,True,0.847,,ZONE-C
GR-2025-01077,2025-08-26,W010,Meena Kumari,bark_grafting,Chandler,226,Local Variety,4,22.0,51.4,morning,92.4,70.9,True,0.899,,ZONE-C
GR-2025-01078,2025-08-26,W012,Anita Rana,whip_and_tongue,Kashmiri Walnut,290,Chandler,5,17.1,78.9,morning,80.1,82.6,True,0.753,,ZONE-B
GR-2025-01079,2025-08-26,W002,Priya Sharma,bark_grafting,Chandler,289,Chandler,6,17.9,59.2,afternoon,94.7,98.1,True,0.799,,ZONE-B
GR-2025-01080,2025-08-27,W001,Rajesh Kumar,bark_grafting,Pusa Kanchan,227,Local Variety,4,9.9,58.9,afternoon,75.4,93.2,True,0.912,,ZONE-F
GR-2025-01081,2025-08-27,W011,Deepak Negi,side_veneer,Franquette,217,Chandler,0,14.8,66.0,morning,65.8,84.2,True,0.828,,ZONE-D
GR-2025-01082,2025-08-27,W010,Meena Kumari,bud_grafting,Kashmiri Walnut,252,Franquette,6,25.6,70.3,morning,85.4,86.6,True,0.85,,ZONE-E
GR-2025-01083,2025-08-28,W011,Deepak Negi,bud_grafting,Kashmiri Walnut,284,Kashmiri Walnut,0,20.5,85.5,morning,62.9,83.3,True,0.861,,ZONE-F
GR-2025-01084,2025-08-28,W001,Rajesh Kumar,side_veneer,Kashmiri Walnut,194,Pusa Kanchan,2,21.6,59.4,afternoon,94.4,81.9,True,0.844,,ZONE-D
GR-2025-01085,2025-08-28,W004,Sunita Devi,whip_and_tongue,Local Variety,124,Pusa Kanchan,0,21.5,64.1,morning,77.0,79.1,True,0.835,,ZONE-D
GR-2025-01086,2025-08-29,W015,Abdul Rashid,bark_grafting,Kashmiri Walnut,149,Franquette,6,25.5,76.9,evening,91.3,82.1,True,0.883,,ZONE-F
GR-2025-01087,2025-08-29,W002,Priya Sharma,bud_grafting,Local Variety,196,Pusa Kanchan,1,23.3,66.9,morning,63.1,80.1,True,0.844,,ZONE-D
GR-2025-01088,2025-08-29,W010,Meena Kumari,cleft_grafting,Chandler,147,Kashmiri Walnut,4,28.6,54.8,afternoon,76.5,84.4,True,0.841,,ZONE-A
GR-2025-01089,2025-08-29,W009,Ravi Shankar,bark_grafting,Local Variety,140,Kashmiri Walnut,5,33.2,75.5,evening,99.4,95.7,True,0.786,,ZONE-D
GR-2025-01090,2025-08-29,W012,Anita Rana,cleft_grafting,Franquette,126,Local Variety,5,17.4,55.7,afternoon,70.8,84.8,True,0.856,,ZONE-B
GR-2025-01091,2025-08-29,W001,Rajesh Kumar,cleft_grafting,Kashmiri Walnut,204,Franquette,2,26.1,58.5,morning,78.7,99.8,True,0.891,,ZONE-A
GR-2025-01092,2025-08-29,W015,Abdul Rashid,whip_and_tongue,Chandler,144,Kashmiri Walnut,2,27.5,67.1,evening,66.8,84.6,True,0.896,,ZONE-C
GR-2025-01093,2025-08-29,W001,Rajesh Kumar,cleft_grafting,Local Variety,295,Kashmiri Walnut,2,22.5,31.3,afternoon,90.5,90.4,True,0.839,,ZONE-F
GR-2025-01094,2025-08-29,W014,Geeta Rawat,bud_grafting,Kashmiri Walnut,171,Chandler,0,29.5,69.2,morning,94.1,79.7,True,0.905,,ZONE-C
GR-2025-01095,2025-08-30,W014,Geeta Rawat,side_veneer,Franquette,155,Franquette,0,17.4,59.9,evening,70.0,87.4,True,0.937,,ZONE-A
GR-2025-01096,2025-08-30,W015,Abdul Rashid,cleft_grafting,Pusa Kanchan,189,Pusa Kanchan,6,28.3,64.6,morning,66.1,92.8,True,0.894,,ZONE-A
GR-2025-01097,2025-08-30,W013,Suresh Bhatt,bud_grafting,Chandler,248,Chandler,1,32.0,67.8,morning,66.7,95.6,True,0.867,,ZONE-C
GR-2025-01098,2025-08-30,W009,Ravi Shankar,cleft_grafting,Pusa Kanchan,259,Chandler,0,16.5,61.2,afternoon,94.7,81.1,True,0.83,,ZONE-D
GR-2025-01099,2025-08-30,W012,Anita Rana,side_veneer,Chandler,220,Chandler,3,20.8,66.9,afternoon,66.6,78.9,True,0.896,,ZONE-B
GR-2025-01100,2025-08-30,W002,Priya Sharma,side_veneer,Local Variety,151,Local Variety,4,31.2,58.8,morning,82.4,100.0,True,0.931,,ZONE-C
GR-2025-01101,2025-08-30,W015,Abdul Rashid,whip_and_tongue,Local Variety,187,Pusa Kanchan,5,21.4,66.3,morning,75.4,82.4,True,0.913,,ZONE-D
GR-2025-01102,2025-08-30,W014,Geeta Rawat,bark_grafting,Chandler,279,Local Variety,4,31.0,82.5,morning,64.3,93.8,True,0.809,,ZONE-F
GR-2025-01103,2025-08-30,W005,Amit Singh,bud_grafting,Local Variety,235,Pusa Kanchan,4,22.7,68.2,evening,36.0,53.1,False,0.886,rootstock_rejection,ZONE-B
GR-2025-01104,2025-09-01,W011,Deepak Negi,side_veneer,Kashmiri Walnut,147,Kashmiri Walnut,0,16.0,70.1,evening,81.6,84.2,True,0.798,,ZONE-A
GR-2025-01105,2025-09-01,W003,Mohammad Iqbal,side_veneer,Local Variety,232,Local Variety,1,24.6,66.7,morning,78.7,87.1,True,0.92,,ZONE-C
GR-2025-01106,2025-09-01,W004,Sunita Devi,cleft_grafting,Local Variety,143,Pusa Kanchan,3,23.2,66.5,morning,88.7,81.2,True,0.833,,ZONE-F
GR-2025-01107,2025-09-01,W013,Suresh Bhatt,bud_grafting,Franquette,173,Kashmiri Walnut,4,24.4,60.4,morning,70.8,94.2,True,0.913,,ZONE-A
GR-2025-01108,2025-09-01,W008,Fatima Begum,whip_and_tongue,Kashmiri Walnut,201,Chandler,5,19.1,56.5,morning,68.3,96.1,True,0.841,,ZONE-A
GR-2025-01109,2025-09-01,W007,Vikram Thakur,cleft_grafting,Local Variety,135,Chandler,3,23.8,52.7,morning,54.1,45.1,False,0.902,cambium_misalignment,ZONE-D
GR-2025-01110,2025-09-01,W001,Rajesh Kumar,side_veneer,Franquette,212,Pusa Kanchan,2,19.5,71.0,morning,92.2,72.5,True,0.844,,ZONE-F
GR-2025-01111,2025-09-01,W010,Meena Kumari,bud_grafting,Local Variety,193,Local Variety,0,21.9,68.6,afternoon,73.1,73.0,True,0.907,,ZONE-A
GR-2025-01112,2025-09-01,W012,Anita Rana,bud_grafting,Franquette,175,Kashmiri Walnut,0,22.8,54.4,afternoon,85.6,82.2,True,0.96,,ZONE-B
GR-2025-01113,2025-09-01,W007,Vikram Thakur,bark_grafting,Franquette,172,Pusa Kanchan,2,17.3,72.4,afternoon,80.1,82.7,True,0.893,,ZONE-D
GR-2025-01114,2025-09-01,W012,Anita Rana,side_veneer,Kashmiri Walnut,254,Pusa Kanchan,2,31.6,73.8,morning,84.9,96.5,True,0.84,,ZONE-E
GR-2025-01115,2025-09-01,W012,Anita Rana,bark_grafting,Chandler,260,Franquette,3,25.6,71.0,morning,61.6,95.0,True,0.884,,ZONE-E
GR-2025-01116,2025-09-01,W012,Anita Rana,cleft_grafting,Pusa Kanchan,245,Pusa Kanchan,2,21.8,76.5,afternoon,69.2,89.4,True,0.877,,ZONE-E
GR-2025-01117,2025-09-02,W014,Geeta Rawat,cleft_grafting,Pusa Kanchan,227,Kashmiri Walnut,6,24.9,62.2,evening,61.5,97.9,True,0.876,,ZONE-B
GR-2025-01118,2025-09-02,W013,Suresh Bhatt,whip_and_tongue,Pusa Kanchan,149,Chandler,6,20.4,59.4,morning,72.5,83.0,True,0.888,,ZONE-F
GR-2025-01119,2025-09-02,W012,Anita Rana,bark_grafting,Kashmiri Walnut,269,Chandler,4,22.8,76.0,morning,35.2,46.8,False,0.857,infection,ZONE-C
GR-2025-01120,2025-09-02,W006,Kavita Devi,side_veneer,Local Variety,188,Chandler,5,17.3,75.2,afternoon,73.8,89.4,True,0.853,,ZONE-E
GR-2025-01121,2025-09-02,W012,Anita Rana,bud_grafting,Pusa Kanchan,201,Kashmiri Walnut,4,23.6,55.1,morning,67.8,96.3,True,0.942,,ZONE-C
GR-2025-01122,2025-09-02,W011,Deepak Negi,bud_grafting,Chandler,246,Chandler,4,24.2,64.3,morning,91.1,77.7,True,0.866,,ZONE-D
GR-2025-01123,2025-09-02,W004,Sunita Devi,whip_and_tongue,Chandler,181,Pusa Kanchan,3,28.0,82.1,evening,86.2,89.7,True,0.829,,ZONE-F
GR-2025-01124,2025-09-02,W001,Rajesh Kumar,side_veneer,Pusa Kanchan,239,Kashmiri Walnut,6,23.1,63.0,afternoon,79.1,88.4,True,0.826,,ZONE-A
GR-2025-01125,2025-09-02,W002,Priya Sharma,bark_grafting,Pusa Kanchan,246,Franquette,0,34.3,62.8,afternoon,51.4,54.3,False,0.826,infection,ZONE-C
GR-2025-01126,2025-09-03,W010,Meena Kumari,whip_and_tongue,Franquette,125,Franquette,5,26.9,58.1,morning,83.0,90.6,True,0.926,,ZONE-E
GR-2025-01127,2025-09-03,W002,Priya Sharma,whip_and_tongue,Franquette,144,Franquette,4,12.0,59.9,afternoon,86.3,96.3,True,0.872,,ZONE-C
GR-2025-01128,2025-09-03,W015,Abdul Rashid,side_veneer,Pusa Kanchan,163,Chandler,3,19.5,52.7,morning,52.2,69.6,False,0.909,cambium_misalignment,ZONE-A
GR-2025-01129,2025-09-03,W007,Vikram Thakur,side_veneer,Kashmiri Walnut,234,Chandler,2,13.1,65.0,evening,91.4,93.6,True,0.814,,ZONE-E
GR-2025-01130,2025-09-03,W015,Abdul Rashid,side_veneer,Kashmiri Walnut,279,Local Variety,6,28.0,78.9,afternoon,76.7,97.9,True,0.843,,ZONE-D
GR-2025-01131,2025-09-03,W002,Priya Sharma,whip_and_tongue,Pusa Kanchan,276,Chandler,1,24.1,59.4,evening,61.7,92.0,True,0.916,,ZONE-F
GR-2025-01132,2025-09-03,W009,Ravi Shankar,bud_grafting,Kashmiri Walnut,257,Franquette,6,16.0,70.2,morning,54.1,52.4,False,0.746,infection,ZONE-D
GR-2025-01133,2025-09-03,W014,Geeta Rawat,bud_grafting,Chandler,219,Chandler,4,23.4,59.5,morning,66.4,88.1,True,0.917,,ZONE-E
GR-2025-01134,2025-09-03,W007,Vikram Thakur,cleft_grafting,Local Variety,268,Local Variety,5,27.7,68.2,morning,90.6,75.8,True,0.893,,ZONE-C
GR-2025-01135,2025-09-03,W007,Vikram Thakur,bark_grafting,Kashmiri Walnut,121,Kashmiri Walnut,1,27.4,57.8,afternoon,66.3,80.8,True,0.897,,ZONE-D
GR-2025-01136,2025-09-04,W013,Suresh Bhatt,side_veneer,Kashmiri Walnut,299,Pusa Kanchan,1,8.9,59.5,morning,84.8,82.5,True,0.823,,ZONE-D
GR-2025-01137,2025-09-04,W001,Rajesh Kumar,side_veneer,Local Variety,270,Pusa Kanchan,5,23.8,54.3,morning,63.3,90.8,True,0.8,,ZONE-D
GR-2025-01138,2025-09-04,W004,Sunita Devi,bark_grafting,Chandler,266,Local Variety,1,25.2,87.2,morning,96.5,90.6,True,0.854,,ZONE-A
GR-2025-01139,2025-09-04,W002,Priya Sharma,bud_grafting,Pusa Kanchan,280,Local Variety,3,27.6,61.2,afternoon,82.1,89.1,True,0.805,,ZONE-E
GR-2025-01140,2025-09-04,W006,Kavita Devi,cleft_grafting,Chandler,125,Local Variety,5,23.3,73.0,evening,76.4,89.4,True,0.817,,ZONE-F
GR-2025-01141,2025-09-04,W013,Suresh Bhatt,bud_grafting,Pusa Kanchan,124,Kashmiri Walnut,4,26.5,70.4,afternoon,76.5,88.0,True,0.883,,ZONE-D
GR-2025-01142,2025-09-04,W011,Deepak Negi,bud_grafting,Pusa Kanchan,250,Pusa Kanchan,4,19.8,59.7,morning,92.4,83.8,True,0.866,,ZONE-C
GR-2025-01143,2025-09-04,W004,Sunita Devi,whip_and_tongue,Kashmiri Walnut,286,Franquette,3,18.8,60.2,morning,13.1,55.5,False,0.821,rootstock_rejection,ZONE-F
GR-2025-01144,2025-09-04,W003,Mohammad Iqbal,cleft_grafting,Kashmiri Walnut,141,Pusa Kanchan,1,22.9,55.9,morning,70.4,96.4,True,0.876,,ZONE-D
GR-2025-01145,2025-09-04,W002,Priya Sharma,cleft_grafting,Kashmiri Walnut,137,Chandler,3,29.6,59.9,afternoon,83.8,86.2,True,0.849,,ZONE-E
GR-2025-01146,2025-09-04,W008,Fatima Begum,bark_grafting,Chandler,298,Chandler,1,23.5,73.6,morning,63.7,83.0,True,0.903,,ZONE-C
GR-2025-01147,2025-09-04,W013,Suresh Bhatt,bark_grafting,Chandler,242,Chandler,1,28.4,49.1,afternoon,74.6,96.1,True,0.86,,ZONE-E
GR-2025-01148,2025-09-04,W009,Ravi Shankar,bud_grafting,Pusa Kanchan,262,Franquette,1,29.8,80.7,morning,100.0,86.6,True,0.746,,ZONE-D
GR-2025-01149,2025-09-05,W009,Ravi Shankar,bark_grafting,Franquette,280,Local Variety,0,29.8,76.0,morning,76.9,91.4,True,0.808,,ZONE-F
GR-2025-01150,2025-09-05,W004,Sunita Devi,bud_grafting,Franquette,248,Chandler,0,22.2,62.4,morning,86.6,79.7,True,0.819,,ZONE-B
GR-2025-01151,2025-09-05,W006,Kavita Devi,side_veneer,Franquette,235,Pusa Kanchan,5,23.5,84.6,morning,85.9,86.7,True,0.883,,ZONE-A
GR-2025-01152,2025-09-05,W008,Fatima Begum,bark_grafting,Franquette,203,Franquette,0,23.2,88.7,morning,46.2,47.9,False,0.915,desiccation,ZONE-B
GR-2025-01153,2025-09-05,W009,Ravi Shankar,bud_grafting,Kashmiri Walnut,262,Chandler,4,16.2,63.7,evening,37.7,30.3,False,0.755,infection,ZONE-F
GR-2025-01154,2025-09-05,W009,Ravi Shankar,whip_and_tongue,Pusa Kanchan,148,Chandler,1,25.7,72.6,afternoon,69.8,99.2,True,0.889,,ZONE-C
GR-2025-01155,2025-09-05,W008,Fatima Begum,whip_and_tongue,Pusa Kanchan,159,Local Variety,5,20.2,79.2,afternoon,78.5,76.1,True,0.818,,ZONE-F
GR-2025-01156,2025-09-05,W005,Amit Singh,bark_grafting,Franquette,279,Pusa Kanchan,4,28.0,64.1,morning,97.9,88.6,True,0.896,,ZONE-C
GR-2025-01157,2025-09-05,W013,Suresh Bhatt,cleft_grafting,Kashmiri Walnut,123,Pusa Kanchan,1,26.7,48.7,morning,82.7,75.2,True,0.856,,ZONE-A
GR-2025-01158,2025-09-05,W009,Ravi Shankar,cleft_grafting,Local Variety,128,Chandler,1,29.3,61.6,morning,67.4,91.7,True,0.826,,ZONE-D
GR-2025-01159,2025-09-05,W012,Anita Rana,bark_grafting,Franquette,142,Pusa Kanchan,5,31.7,46.3,morning,79.6,74.1,True,0.823,,ZONE-E
GR-2025-01160,2025-09-05,W007,Vikram Thakur,side_veneer,Kashmiri Walnut,252,Pusa Kanchan,6,25.9,46.1,afternoon,25.9,29.5,False,0.773,cambium_misalignment,ZONE-C
GR-2025-01161,2025-09-05,W004,Sunita Devi,cleft_grafting,Franquette,123,Local Variety,5,17.8,70.8,evening,66.5,93.2,True,0.794,,ZONE-A
GR-2025-01162,2025-09-05,W014,Geeta Rawat,side_veneer,Pusa Kanchan,168,Pusa Kanchan,5,26.7,44.5,evening,87.3,78.1,True,0.922,,ZONE-B
GR-2025-01163,2025-09-05,W004,Sunita Devi,cleft_grafting,Kashmiri Walnut,258,Chandler,5,20.3,80.0,morning,11.9,59.7,False,0.802,rootstock_rejection,ZONE-C
GR-2025-01164,2025-09-05,W002,Priya Sharma,bark_grafting,Local Variety,186,Pusa Kanchan,0,14.0,64.3,evening,93.1,95.3,True,0.856,,ZONE-F
GR-2025-01165,2025-09-05,W004,Sunita Devi,bark_grafting,Pusa Kanchan,240,Franquette,3,23.3,55.2,morning,89.3,73.5,True,0.898,,ZONE-D
GR-2025-01166,2025-09-06,W006,Kavita Devi,whip_and_tongue,Kashmiri Walnut,207,Franquette,3,24.6,52.0,morning,82.4,73.5,True,0.924,,ZONE-F
GR-2025-01167,2025-09-06,W014,Geeta Rawat,bud_grafting,Franquette,261,Franquette,1,19.9,60.0,morning,93.2,78.5,True,0.9,,ZONE-C
GR-2025-01168,2025-09-06,W003,Mohammad Iqbal,cleft_grafting,Chandler,258,Chandler,5,23.8,55.4,afternoon,81.9,83.9,True,0.858,,ZONE-F
GR-2025-01169,2025-09-06,W004,Sunita Devi,cleft_grafting,Local Variety,264,Local Variety,2,26.7,37.9,evening,88.7,71.7,True,0.815,,ZONE-C
GR-2025-01170,2025-09-06,W007,Vikram Thakur,whip_and_tongue,Kashmiri Walnut,173,Kashmiri Walnut,3,21.2,56.9,morning,95.9,99.1,True,0.928,,ZONE-F
GR-2025-01171,2025-09-06,W009,Ravi Shankar,side_veneer,Chandler,183,Local Variety,2,23.0,55.0,morning,71.9,90.3,True,0.914,,ZONE-B
GR-2025-01172,2025-09-06,W009,Ravi Shankar,side_veneer,Franquette,292,Franquette,4,22.8,60.7,afternoon,76.8,84.3,True,0.875,,ZONE-B
GR-2025-01173,2025-09-06,W005,Amit Singh,bud_grafting,Franquette,282,Pusa Kanchan,5,22.4,77.1,evening,98.0,83.9,True,0.829,,ZONE-F
GR-2025-01174,2025-09-06,W012,Anita Rana,whip_and_tongue,Pusa Kanchan,259,Kashmiri Walnut,3,25.8,66.1,afternoon,81.6,82.3,True,0.815,,ZONE-F
GR-2025-01175,2025-09-06,W003,Mohammad Iqbal,whip_and_tongue,Kashmiri Walnut,262,Chandler,6,28.2,69.1,morning,81.1,97.1,True,0.83,,ZONE-E
GR-2025-01176,2025-09-06,W002,Priya Sharma,side_veneer,Kashmiri Walnut,289,Kashmiri Walnut,4,20.3,53.7,morning,68.1,79.5,True,0.931,,ZONE-E
GR-2025-01177,2025-09-06,W001,Rajesh Kumar,whip_and_tongue,Local Variety,201,Chandler,2,19.2,67.8,evening,93.4,81.1,True,0.903,,ZONE-B
GR-2025-01178,2025-09-06,W012,Anita Rana,cleft_grafting,Chandler,142,Kashmiri Walnut,1,28.8,65.7,morning,82.3,90.6,True,0.874,,ZONE-D
GR-2025-01179,2025-09-06,W008,Fatima Begum,side_veneer,Local Variety,285,Chandler,0,18.1,53.7,afternoon,70.2,90.5,True,0.928,,ZONE-D
GR-2025-01180,2025-09-06,W005,Amit Singh,bark_grafting,Pusa Kanchan,166,Kashmiri Walnut,3,30.1,67.2,morning,86.9,80.3,True,0.901,,ZONE-A
GR-2025-01181,2025-09-08,W010,Meena Kumari,side_veneer,Chandler,263,Franquette,2,16.5,66.7,afternoon,41.9,24.6,False,0.768,desiccation,ZONE-D
GR-2025-01182,2025-09-08,W007,Vikram Thakur,bud_grafting,Chandler,177,Local Variety,1,13.1,62.7,afternoon,81.6,93.2,True,0.853,,ZONE-B
GR-2025-01183,2025-09-08,W011,Deepak Negi,whip_and_tongue,Chandler,132,Chandler,3,19.7,41.4,morning,71.0,96.2,True,0.823,,ZONE-D
GR-2025-01184,2025-09-08,W003,Mohammad Iqbal,bud_grafting,Franquette,125,Local Variety,6,21.7,63.0,morning,94.7,82.6,True,0.874,,ZONE-B
